Transaction_Date,Project_Name,Department,Expense_Type,Budget_Amount,Actual_Amount
2026-01-11,Toy Story 5,Marketing,Compute/Cloud Infrastructure,225655.04,236937.79
2026-02-09,Project Hoppers,Post-Prod & Sound,Compute/Cloud Infrastructure,72844.49,101982.29
2026-01-03,Toy Story 5,Pre-Production & Story,Labor - Internal,183624.9,156081.16
2026-03-28,Toy Story 5,Marketing,Travel & Casting,330961.18,314413.12
03/29/2026,Project Elio,Anim & Production,Labor - Internal,304284.55,289070.32
2026-01-05,Project Elio,Pre-Production & Story,Equipment Lease,218284.91,185542.17
03/06/2026,Toy Story 5,Pre-Production & Story,Compute/Cloud Infrastructure,350791.02,298172.37
03/24/2026,Franchise Shorts,Anim & Production,Labor - Internal,301896.46,256611.99
2026-02-19,Franchise Shorts,Animation & Prod,Travel & Casting,298945.16,-313892.42
2026-03-06,Franchise Shorts,Post-Prod & Sound,Vendor Contract,"$250,321.25",350449.75
2026-01-29,Project Elio,Tech Ops - Render,Travel & Casting,222121.25,188803.06
2026-02-04,Franchise Shorts,Tech Ops - Render,Vendor Contract,92889.55,78956.12
2026-01-18,Franchise Shorts,RENDERING,Vendor Contract,365317.25,"$456,646.56"
03/24/2026,Franchise Shorts,Animation & Prod,Equipment Lease,203969.6,"$214,168.08"
2026-01-08,Toy Story 5,RENDERING,Equipment Lease,241688.79,"$205,435.47"
01/28/2026,Franchise Shorts,Marketing,Equipment Lease,133708.23,187191.52
2026-01-20,Project Elio,Animation & Prod,Vendor Contract,275599.02,289378.97
2026-01-19,Project Elio,RENDERING,Compute/Cloud Infrastructure,286195.78,357744.73
2026-01-09,Franchise Shorts,Tech Ops - Render,Compute/Cloud Infrastructure,280710.04,266674.54
2026-03-30,Project Elio,RENDERING,Labor - Internal,423029.22,359574.84
2026-01-29,Toy Story 5,Anim & Production,Travel & Casting,206128.23,216434.64
2026-03-27,Franchise Shorts,Pre-Production & Story,Equipment Lease,426165.75,404857.46
2026-02-11,Franchise Shorts,Pre-Production & Story,Compute/Cloud Infrastructure,414132.24,352012.4
2026-02-21,Franchise Shorts,Post-Prod & Sound,Equipment Lease,234611.73,328456.42
2026-01-14,Toy Story 5,Pre-Production & Story,Vendor Contract,280659.5,"$294,692.48"
2026-01-19,Project Hoppers,Animation & Prod,Equipment Lease,129342.62,181079.67
2026-03-15,Toy Story 5,Post-Prod & Sound,Vendor Contract,454309.69,386163.24
2026-02-15,Franchise Shorts,Marketing,Labor - Internal,36871.5,51620.1
03/08/2026,Project Hoppers,RENDERING,Compute/Cloud Infrastructure,241239.89,337735.85
01/14/2026,Toy Story 5,Marketing,Equipment Lease,142997.1,121547.54
2026-01-16,Toy Story 5,RENDERING,Equipment Lease,222365.93,"$189,011.04"
2026-01-25,Project Hoppers,Anim & Production,Equipment Lease,454198.56,431488.63
01/16/2026,Project Elio,RENDERING,Vendor Contract,394887.22,414631.58
03/10/2026,Project Elio,Tech Ops - Render,Vendor Contract,364524.67,346298.44
2026-03-27,Toy Story 5,Pre-Production & Story,Compute/Cloud Infrastructure,263353.32,223850.32
2026-02-25,Project Hoppers,Anim & Production,Equipment Lease,106005.1,148407.14
2026-03-20,Project Elio,Tech Ops - Render,Vendor Contract,388097.98,"$329,883.28"
2026-03-03,Project Hoppers,Pre-Production & Story,Vendor Contract,181246.07,154059.16
2026-01-31,Toy Story 5,Pre-Production & Story,Compute/Cloud Infrastructure,32286.42,"$40,358.02"
02/15/2026,Toy Story 5,Tech Ops - Render,Travel & Casting,286185.04,271875.79
2026-01-29,Project Hoppers,Anim & Production,Equipment Lease,"$471,252.55",494815.18
2026-01-23,Project Hoppers,Animation & Prod,Compute/Cloud Infrastructure,456815.96,388293.57
03/27/2026,Toy Story 5,Post-Prod & Sound,Equipment Lease,"$438,498.34",-416573.42
2026-03-30,Project Hoppers,Tech Ops - Render,Vendor Contract,329171.22,279795.54
2026-03-10,Project Hoppers,Tech Ops - Render,Compute/Cloud Infrastructure,365166.87,310391.84
2026-03-29,Toy Story 5,Animation & Prod,Labor - Internal,465850.91,652191.27
2026-03-11,Project Elio,Animation & Prod,Labor - Internal,478290.98,"$454,376.43"
2026-03-22,Franchise Shorts,Post-Prod & Sound,Vendor Contract,57613.79,48971.72
2026-02-04,Franchise Shorts,Marketing,Labor - Internal,319732.24,-303745.63
2026-01-28,Project Elio,Tech Ops - Render,Equipment Lease,390156.78,370648.94
2026-03-25,Project Elio,Tech Ops - Render,Compute/Cloud Infrastructure,393095.92,412750.72
2026-03-23,Project Hoppers,Post-Prod & Sound,Vendor Contract,60466.7,75583.38
2026-01-01,Franchise Shorts,Tech Ops - Render,Labor - Internal,142877.55,121445.92
2026-03-25,Franchise Shorts,Marketing,Labor - Internal,444144.33,421937.11
2026-01-24,Franchise Shorts,Anim & Production,Compute/Cloud Infrastructure,"$484,804.00",460563.8
2026-01-04,Toy Story 5,RENDERING,Equipment Lease,179695.03,224618.79
2026-01-12,Project Hoppers,Animation & Prod,Compute/Cloud Infrastructure,447278.83,424914.89
2026-03-21,Project Hoppers,Marketing,Vendor Contract,"$474,424.13",593030.16
2026-03-23,Project Elio,Animation & Prod,Travel & Casting,228165.05,216756.8
2026-02-05,Toy Story 5,Tech Ops - Render,Equipment Lease,437633.86,"$371,988.78"
2026-02-02,Project Elio,Marketing,Compute/Cloud Infrastructure,435254.62,413491.89
02/04/2026,Project Hoppers,Post-Prod & Sound,Vendor Contract,295926.73,251537.72
2026-03-05,Project Hoppers,Post-Prod & Sound,Equipment Lease,335403.06,419253.83
2026-01-15,Project Hoppers,Anim & Production,Travel & Casting,400321.98,560450.77
02/02/2026,Toy Story 5,Animation & Prod,Vendor Contract,49967.66,69954.72
2026-02-27,Project Elio,Post-Prod & Sound,Labor - Internal,171650.23,240310.32
2026-01-27,Project Hoppers,Anim & Production,Equipment Lease,53699.98,67124.98
2026-03-19,Project Elio,Marketing,Travel & Casting,431176.8,452735.64
2026-02-18,Project Elio,Pre-Production & Story,Compute/Cloud Infrastructure,"$34,088.30",42610.38
2026-03-13,Franchise Shorts,Marketing,Compute/Cloud Infrastructure,311088.93,435524.5
2026-01-11,Toy Story 5,Pre-Production & Story,Travel & Casting,85746.62,81459.29
2026-03-11,Project Elio,Post-Prod & Sound,Travel & Casting,291169.24,407636.94
01/07/2026,Project Hoppers,Animation & Prod,Labor - Internal,95313.31,"$119,141.64"
2026-01-26,Project Elio,Pre-Production & Story,Equipment Lease,44971.3,56214.12
01/22/2026,Toy Story 5,Marketing,Labor - Internal,410940.49,349299.42
2026-02-28,Toy Story 5,Marketing,Labor - Internal,"$359,237.51",305351.88
2026-01-16,Toy Story 5,Pre-Production & Story,Vendor Contract,260440.33,273462.35
2026-02-15,Project Hoppers,Marketing,Equipment Lease,477486.72,501361.06
2026-01-31,Toy Story 5,Post-Prod & Sound,Equipment Lease,380868.9,"-$361,825.46"
2026-01-10,Project Elio,Marketing,Vendor Contract,359099.35,377054.32
2026-01-09,Project Elio,Post-Prod & Sound,Vendor Contract,"$165,770.41",232078.57
2026-01-28,Toy Story 5,Anim & Production,Compute/Cloud Infrastructure,416856.84,"$437,699.68"
2026-01-18,Toy Story 5,Post-Prod & Sound,Travel & Casting,273993.54,"$287,693.22"
2026-02-05,Franchise Shorts,Animation & Prod,Equipment Lease,197623.45,247029.31
2026-03-18,Franchise Shorts,Anim & Production,Labor - Internal,194552.04,243190.05
2026-02-08,Toy Story 5,Marketing,Vendor Contract,359612.46,341631.84
2026-03-22,Franchise Shorts,Marketing,Compute/Cloud Infrastructure,214448.83,300228.36
01/05/2026,Project Hoppers,Pre-Production & Story,Equipment Lease,106797.43,101457.56
2026-03-28,Project Elio,RENDERING,Travel & Casting,454385.84,567982.3
2026-01-08,,Anim & Production,Travel & Casting,378684.21,530157.89
2026-03-15,Toy Story 5,Anim & Production,Compute/Cloud Infrastructure,"$247,279.47",309099.34
2026-03-30,Toy Story 5,RENDERING,Compute/Cloud Infrastructure,464656.65,650519.31
2026-01-10,Project Hoppers,Post-Prod & Sound,Compute/Cloud Infrastructure,252645.52,240013.24
2026-02-11,Project Elio,Tech Ops - Render,Compute/Cloud Infrastructure,"$66,882.35",93635.29
2026-03-23,Project Elio,Tech Ops - Render,Vendor Contract,463415.99,648782.39
2026-02-15,Project Elio,Pre-Production & Story,Compute/Cloud Infrastructure,"$80,798.56",-76758.63
2026-02-21,Project Hoppers,Tech Ops - Render,Equipment Lease,307580.77,-261443.65
2026-01-14,Project Elio,Anim & Production,Vendor Contract,284566.37,398392.92
2026-01-18,Project Elio,Marketing,Equipment Lease,383236.96,479046.2
2026-03-15,Project Hoppers,Pre-Production & Story,Equipment Lease,99968.68,139956.15
2026-02-13,Franchise Shorts,Post-Prod & Sound,Equipment Lease,321437.87,450013.02
2026-03-02,Toy Story 5,Marketing,Labor - Internal,366221.87,311288.59
2026-02-03,Franchise Shorts,Pre-Production & Story,Labor - Internal,225262.84,"$191,473.41"
2026-01-28,Project Elio,Animation & Prod,Labor - Internal,"$324,928.85","$308,682.41"
2026-02-06,Project Hoppers,Anim & Production,Labor - Internal,"$284,867.80",270624.41
2026-02-15,Toy Story 5,Marketing,Vendor Contract,402087.45,502609.31
2026-03-05,Franchise Shorts,Tech Ops - Render,Compute/Cloud Infrastructure,203774.38,"$193,585.66"
2026-03-29,Toy Story 5,Anim & Production,Vendor Contract,73445.73,62428.87
2026-01-25,Toy Story 5,Pre-Production & Story,Travel & Casting,40550.51,"$50,688.14"
2026-03-31,Project Hoppers,Anim & Production,Equipment Lease,412331.7,432948.29
01/21/2026,Toy Story 5,Marketing,Labor - Internal,472744.64,449107.41
2026-01-11,Project Elio,Animation & Prod,Vendor Contract,321624.5,305543.27
2026-01-21,Toy Story 5,Anim & Production,Labor - Internal,466624.57,396630.88
2026-01-24,Project Hoppers,RENDERING,Equipment Lease,265608.0,371851.2
2026-01-06,Project Elio,Anim & Production,Labor - Internal,141598.92,176998.65
2026-01-26,Franchise Shorts,Post-Prod & Sound,Equipment Lease,348649.88,488109.83
2026-02-26,Project Hoppers,RENDERING,Labor - Internal,130755.84,124218.05
01/08/2026,Project Elio,RENDERING,Compute/Cloud Infrastructure,161969.91,170068.41
2026-03-04,,Marketing,Travel & Casting,"$422,940.44",592116.62
2026-03-03,Project Hoppers,Marketing,Compute/Cloud Infrastructure,"$325,935.72","$407,419.65"
2026-02-23,Toy Story 5,RENDERING,Labor - Internal,"$355,911.33",302524.63
2026-03-13,Toy Story 5,Marketing,Labor - Internal,402049.26,"$502,561.58"
2026-03-20,Project Elio,Post-Prod & Sound,Compute/Cloud Infrastructure,459381.04,643133.46
2026-01-31,Project Hoppers,Tech Ops - Render,Travel & Casting,372251.26,353638.7
2026-01-12,Project Elio,Post-Prod & Sound,Travel & Casting,25832.05,32290.06
2026-03-09,Franchise Shorts,Pre-Production & Story,Compute/Cloud Infrastructure,284190.98,"$241,562.33"
2026-03-07,Project Hoppers,RENDERING,Labor - Internal,"$462,607.82",439477.43
2026-02-23,Toy Story 5,Pre-Production & Story,Vendor Contract,44683.41,62556.77
2026-02-26,Project Elio,RENDERING,Labor - Internal,331926.89,414908.61
2026-02-13,Project Elio,Tech Ops - Render,Travel & Casting,197799.62,187909.64
2026-03-20,Project Hoppers,Post-Prod & Sound,Equipment Lease,348939.79,436174.74
2026-01-30,Toy Story 5,RENDERING,Labor - Internal,99811.11,104801.67
2026-01-19,Project Elio,Marketing,Vendor Contract,65416.62,91583.27
2026-02-17,Franchise Shorts,Pre-Production & Story,Compute/Cloud Infrastructure,279125.5,237256.67
2026-03-01,Franchise Shorts,Post-Prod & Sound,Travel & Casting,110265.96,137832.45
2026-01-20,Project Elio,Post-Prod & Sound,Equipment Lease,310423.26,388029.08
2026-01-25,Project Hoppers,Anim & Production,Labor - Internal,357026.72,446283.4
2026-01-17,Project Hoppers,Post-Prod & Sound,Equipment Lease,234204.34,-245914.56
2026-01-27,Toy Story 5,Animation & Prod,Compute/Cloud Infrastructure,118477.28,112553.42
2026-03-13,Toy Story 5,Anim & Production,Labor - Internal,"$142,516.55",121139.07
2026-01-09,Franchise Shorts,Post-Prod & Sound,Vendor Contract,201730.66,191644.13
2026-02-16,Franchise Shorts,Tech Ops - Render,Travel & Casting,"$465,291.01","$651,407.41"
2026-01-16,Project Hoppers,Post-Prod & Sound,Travel & Casting,381957.31,534740.23
2026-01-26,Project Hoppers,Tech Ops - Render,Vendor Contract,348491.55,487888.17
2026-02-07,Franchise Shorts,RENDERING,Labor - Internal,20071.31,21074.88
2026-03-07,Toy Story 5,Pre-Production & Story,Travel & Casting,"$193,945.08",271523.11
2026-01-08,Toy Story 5,Marketing,Equipment Lease,127003.01,158753.76
2026-02-21,Project Elio,Post-Prod & Sound,Vendor Contract,300223.27,285212.11
03/01/2026,Toy Story 5,Marketing,Vendor Contract,235218.51,223457.58
2026-03-02,Franchise Shorts,Tech Ops - Render,Vendor Contract,298902.91,"$313,848.06"
2026-03-16,Project Elio,Animation & Prod,Compute/Cloud Infrastructure,431841.71,"$453,433.80"
01/22/2026,Project Hoppers,Anim & Production,Vendor Contract,"$498,830.43",623538.04
2026-01-21,Project Elio,Post-Prod & Sound,Labor - Internal,186060.2,232575.25
2026-01-08,Franchise Shorts,Pre-Production & Story,Vendor Contract,308505.44,323930.71
2026-01-07,Project Hoppers,Animation & Prod,Travel & Casting,215609.71,301853.59
2026-02-07,Project Elio,Pre-Production & Story,Compute/Cloud Infrastructure,301323.97,256125.37
2026-02-04,Toy Story 5,Tech Ops - Render,Travel & Casting,366921.1,513689.54
02/25/2026,Toy Story 5,Anim & Production,Equipment Lease,384071.89,364868.3
2026-01-04,Toy Story 5,Pre-Production & Story,Travel & Casting,176632.76,185464.4
2026-01-25,Franchise Shorts,RENDERING,Equipment Lease,"$489,421.94",611777.43
2026-03-17,Franchise Shorts,Tech Ops - Render,Labor - Internal,481203.62,409023.08
2026-03-12,Toy Story 5,Pre-Production & Story,Compute/Cloud Infrastructure,357711.32,500795.85
2026-01-08,Project Elio,Animation & Prod,Compute/Cloud Infrastructure,22212.0,31096.8
2026-01-13,Project Elio,Pre-Production & Story,Vendor Contract,467398.34,654357.68
2026-02-06,Project Elio,Post-Prod & Sound,Compute/Cloud Infrastructure,212304.91,222920.16
2026-02-08,Project Hoppers,Tech Ops - Render,Compute/Cloud Infrastructure,489038.56,513490.49
2026-01-23,Project Elio,Post-Prod & Sound,Vendor Contract,161881.3,"$137,599.10"
2026-03-05,Project Elio,Pre-Production & Story,Vendor Contract,20502.6,28703.64
2026-03-22,Toy Story 5,Marketing,Equipment Lease,97754.86,"$83,091.63"
2026-02-20,Toy Story 5,Post-Prod & Sound,Labor - Internal,"$334,308.09",417885.11
2026-01-04,Project Elio,Pre-Production & Story,Labor - Internal,285143.44,399200.82
02/26/2026,Franchise Shorts,Animation & Prod,Equipment Lease,215942.34,183550.99
2026-03-23,Franchise Shorts,Pre-Production & Story,Equipment Lease,70448.61,73971.04
2026-02-26,Project Elio,Marketing,Compute/Cloud Infrastructure,480366.08,504384.38
2026-03-25,,Tech Ops - Render,Compute/Cloud Infrastructure,174882.8,183626.94
2026-01-06,Project Elio,Tech Ops - Render,Compute/Cloud Infrastructure,326371.1,310052.54
2026-02-17,Franchise Shorts,Tech Ops - Render,Vendor Contract,355790.58,444738.23
2026-02-16,Project Elio,Marketing,Labor - Internal,462113.56,646958.98
2026-03-23,Toy Story 5,Anim & Production,Compute/Cloud Infrastructure,299623.05,419472.27
2026-03-21,Project Hoppers,Pre-Production & Story,Equipment Lease,196866.19,275612.67
2026-01-21,Project Elio,Tech Ops - Render,Compute/Cloud Infrastructure,140348.76,175435.95
2026-01-17,Project Elio,Animation & Prod,Vendor Contract,"$274,437.70",384212.78
01/30/2026,Project Elio,Marketing,Travel & Casting,280561.22,"$392,785.71"
2026-02-09,Project Elio,Animation & Prod,Equipment Lease,162415.07,"$154,294.32"
2026-01-19,Toy Story 5,Anim & Production,Equipment Lease,337361.1,421701.38
2026-03-04,,Pre-Production & Story,Travel & Casting,433481.29,411807.23
2026-01-27,,Marketing,Compute/Cloud Infrastructure,"$464,244.62",441032.39
2026-01-25,Project Elio,Marketing,Equipment Lease,305239.12,381548.9
2026-02-19,Franchise Shorts,RENDERING,Compute/Cloud Infrastructure,245530.59,"$257,807.12"
2026-03-18,Toy Story 5,Marketing,Labor - Internal,496447.21,620559.01
2026-01-15,Franchise Shorts,RENDERING,Labor - Internal,393790.02,492237.53
2026-03-15,Project Elio,Marketing,Vendor Contract,368776.52,"$313,460.04"
2026-03-26,Toy Story 5,Tech Ops - Render,Travel & Casting,225405.28,"$214,135.02"
2026-03-28,Project Hoppers,RENDERING,Equipment Lease,454089.27,385975.88
2026-03-05,Toy Story 5,Animation & Prod,Compute/Cloud Infrastructure,"$370,275.86","$462,844.82"
2026-01-12,Project Elio,RENDERING,Vendor Contract,"$148,671.95","$126,371.16"
2026-03-02,Project Elio,Pre-Production & Story,Travel & Casting,140388.86,196544.4
01/17/2026,Project Hoppers,Post-Prod & Sound,Labor - Internal,291029.96,276478.46
03/13/2026,Project Hoppers,Anim & Production,Compute/Cloud Infrastructure,"$259,115.23",220247.95
2026-03-22,Franchise Shorts,Animation & Prod,Compute/Cloud Infrastructure,27576.54,-23440.06
2026-03-14,Project Elio,Marketing,Labor - Internal,"$143,962.37",179952.96
2026-01-08,Toy Story 5,Marketing,Compute/Cloud Infrastructure,42232.48,44344.1
2026-03-03,Project Hoppers,Pre-Production & Story,Travel & Casting,323182.17,403977.71
2026-01-29,Franchise Shorts,Tech Ops - Render,Travel & Casting,394361.91,492952.39
2026-02-05,Toy Story 5,Animation & Prod,Compute/Cloud Infrastructure,125297.33,156621.66
